train_loss,val_loss,val_accuracy,val_precision,val_recall,val_f1,lr,epoch_time_s
0.9235258393955321,0.7317676464330802,0.887378640776699,0.2987012987012987,0.8518518518518519,0.4423076923076923,0.0001,0.7160024642944336
0.9019071363906536,0.7231579058378645,0.7844660194174757,0.19117647058823528,0.9629629629629629,0.31901840490797545,0.0001,0.6769981384277344
0.8718436936669002,0.6847701586565925,0.8854368932038835,0.30952380952380953,0.9629629629629629,0.46846846846846846,0.0001,0.7219998836517334
0.8218350765156994,0.626784037733541,0.9242718446601942,0.39285714285714285,0.8148148148148148,0.5301204819277109,0.0001,0.6840002536773682
0.7525461918358095,0.5515348308294722,0.945631067961165,0.4888888888888889,0.8148148148148148,0.6111111111111112,0.0001,0.7259995937347412
0.6686405888569164,0.4759084556866618,0.9572815533980582,0.5609756097560976,0.8518518518518519,0.6764705882352942,0.0001,0.6970005035400391
0.5744847250977212,0.41397390087831365,0.9533980582524272,0.5319148936170213,0.9259259259259259,0.6756756756756757,0.0001,0.7069993019104004
0.48097840794551566,0.3376456465535951,0.974757281553398,0.6944444444444444,0.9259259259259259,0.7936507936507936,0.0001,0.6789999008178711
0.393287764282416,0.2975528556166343,0.9650485436893204,0.6,1.0,0.75,0.0001,0.7100021839141846
0.3233949346370932,0.27474538087844846,0.9650485436893204,0.6,1.0,0.75,0.0001,0.7089993953704834
0.27392625866515974,0.25397442509827106,0.9689320388349515,0.627906976744186,1.0,0.7714285714285715,0.0001,0.686002254486084
0.24742816638134513,0.27806428960226115,0.9553398058252427,0.54,1.0,0.7012987012987013,0.0001,0.6989994049072266
0.23908989809545123,0.24669104918692875,0.970873786407767,0.6428571428571429,1.0,0.782608695652174,0.0001,0.7100002765655518
0.23150290885734018,0.26064057419600994,0.9669902912621359,0.6136363636363636,1.0,0.7605633802816901,0.0001,0.7600002288818359
0.22945214019931479,0.22406606894094966,0.9825242718446602,0.75,1.0,0.8571428571428571,0.0001,0.7379999160766602
0.2251736939291742,0.2411609037408551,0.970873786407767,0.6428571428571429,1.0,0.782608695652174,0.0001,0.7019991874694824
0.22465355179731644,0.2170616652780366,0.9902912621359223,0.84375,1.0,0.9152542372881356,0.0001,0.7180001735687256
0.22381853651301187,0.25599570968776075,0.9669902912621359,0.6136363636363636,1.0,0.7605633802816901,0.0001,0.6920006275177002
0.22233251260211137,0.21470472876308033,0.9922330097087378,0.8709677419354839,1.0,0.9310344827586207,0.0001,0.6969997882843018
0.22116633362948274,0.23087472973518,0.9805825242718447,0.7297297297297297,1.0,0.84375,0.0001,0.7390000820159912
0.21742165302937055,0.21597849379465417,0.9902912621359223,0.84375,1.0,0.9152542372881356,0.0001,0.7329998016357422
0.2158124398514135,0.22806382040375645,0.9805825242718447,0.7297297297297297,1.0,0.84375,0.0001,0.6900041103363037
0.21414404319442434,0.21566132388068635,0.9922330097087378,0.8709677419354839,1.0,0.9310344827586207,5e-05,0.7119958400726318
0.21180470420317257,0.2208584410472981,0.9883495145631068,0.8181818181818182,1.0,0.9,5e-05,0.7319998741149902
0.2111822020336492,0.21271809646226827,0.9941747572815534,0.9,1.0,0.9473684210526315,5e-05,0.6880006790161133
0.2116380881310186,0.21288608642457757,0.9941747572815534,0.9,1.0,0.9473684210526315,5e-05,0.7260007858276367
0.20999114966775972,0.2155072600517458,0.9922330097087378,0.8709677419354839,1.0,0.9310344827586207,5e-05,0.6950011253356934
0.20900532591985777,0.21281470853148154,0.9941747572815534,0.9,1.0,0.9473684210526315,5e-05,0.7629983425140381
0.2084527507269281,0.21428773698297518,0.9941747572815534,0.9,1.0,0.9473684210526315,2.5e-05,0.6889998912811279
0.2062717420996194,0.2127140706603967,0.9941747572815534,0.9,1.0,0.9473684210526315,2.5e-05,0.708000659942627
0.20730163551718983,0.21193814323943796,0.9941747572815534,0.9,1.0,0.9473684210526315,2.5e-05,0.6859993934631348
0.20726526650541102,0.21371771045101498,0.9941747572815534,0.9,1.0,0.9473684210526315,2.5e-05,0.7280006408691406
0.2066543304846889,0.21256642179581725,0.9941747572815534,0.9,1.0,0.9473684210526315,2.5e-05,0.7130005359649658
0.20640872565495483,0.21239952115179267,0.9941747572815534,0.9,1.0,0.9473684210526315,2.5e-05,0.693000078201294
0.2058078216683109,0.21391940435159554,0.9941747572815534,0.9,1.0,0.9473684210526315,1.25e-05,0.7119996547698975
0.2062914264348733,0.21235068631403656,0.9941747572815534,0.9,1.0,0.9473684210526315,1.25e-05,0.7029995918273926
0.20626428229919333,0.21183823017240727,0.9941747572815534,0.9,1.0,0.9473684210526315,1.25e-05,0.6970012187957764
0.2050397532693372,0.21187794335837504,0.9941747572815534,0.9,1.0,0.9473684210526315,1.25e-05,0.7320001125335693
0.20525222411951932,0.21301326126728243,0.9941747572815534,0.9,1.0,0.9473684210526315,1.25e-05,0.6789991855621338
0.20456450070935595,0.212652333616053,0.9941747572815534,0.9,1.0,0.9473684210526315,1.25e-05,0.7169995307922363
0.2038726664959764,0.21208166549506696,0.9941747572815534,0.9,1.0,0.9473684210526315,6.25e-06,0.6999998092651367
0.2045413517906853,0.21201225530754014,0.9941747572815534,0.9,1.0,0.9473684210526315,6.25e-06,0.7520003318786621
0.2040717422172723,0.21225405948833354,0.9941747572815534,0.9,1.0,0.9473684210526315,6.25e-06,0.7089996337890625
0.20390352317772614,0.2123733856724304,0.9941747572815534,0.9,1.0,0.9473684210526315,6.25e-06,0.7230000495910645
